"date","hour","activity","workout","keywords","time","i0","i1","i2","i3","i4","i5","distance(km)","climb(m)","intensity","t-intensity","ahr","mhr","controls","spiked","rhr","sleep","weight(kg)","injured","sick","restday","shoes","route","description","private note"
"2018-07-09","9","Orienteering","race","","02:01:39","","","","","02:01:39","","17.7","90.0","4.0","","168","192","","","","","","","","","Inov F-LITE 195","","First JWOC race!!! Pretty intimidating at the start with the silence. Overall it was a positive first JWOC race - no huge mistake. Although I was quite cautious in the race with staying in contact, even in places where I should have been looking up more where the terrain was open enough that I would have see the control or the feature. As well going through the arena passage destroyed my focus so coming out of it just kinda run into the woods for a bit and then took awhile to relocate. ",""
"2018-07-09","8","Trail Run","warm up/down","","00:40:00","","","00:40:00","","","","","","2.0","","","","","","","","","","","","","","",""
"2018-07-10","7","Road Run","warm up/down","","00:16:03","","","","00:16:03","","","3.1","","3.0","","146","168","","","","","","","","","Inov F-LITE 195","","Morning run with team to loosen up legs after long. Did some strides along the way. ",""
"2018-07-10","15","Road Run","warm up/down","","00:40:00","","","00:40:00","","","","4.0","","2.0","","153","177","","","","","","","","","Inov F-LITE 195","","",""
"2018-07-10","15","Orienteering","race","","00:21:57","","","","","00:21:57","","4.4","40.0","4.0","","174","189","","","","","","","","","Inov F-LITE 195","","This race didn't go well. Second guessed my self a bunch of times where I would take a couple steps in the direction of route choice before switch my route. As well on 12 made a big missed the ally I should have turned down leading to me having to go all the way around a building. After this I had much less motivation to push myself.",""
"2018-07-10","18","Road Run","warm up/down","","00:10:00","","00:10:00","","","","","1.2","","1.0","","","","","","","","","","","","Inov F-LITE 195","","cool down from sprint. ",""
"2018-07-10","11","Trail Run","warm up/down","","00:10:00","","00:10:00","","","","","1.609","","1.0","","","","","","","","","","","","VJ Sport Bold","","",""
"2018-07-12","11","Trail Run","warm up/down","","00:15:00","","00:15:00","","","","","3.219","","1.0","","","","","","","","","","","","Inov F-LITE 195","","",""
"2018-07-12","9","Orienteering","warm up/down","","00:30:00","","","00:30:00","","","","3.0","","2.0","","","","","","","","","","","","VJ Sport Bold","","",""
"2018-07-12","10","Orienteering","race","","00:39:21","","","","","00:39:21","","5.7","10.0","4.0","","159","187","","","","","","","","","VJ Sport Bold","","Technical felt quite. The middles were the races I was most worried about after struggling with the terrain the most in training. The terrain for the quali was much more in the forest than I expected. This though meant going in I was more focused on having a clean race and pushing it was second to that but with a easier nav this meant I didn't do as well I a might have I a could have probably pushed harder in through the forest blocks. ",""
"2018-07-13","9","Orienteering","warm up/down","","00:30:00","","","00:30:00","","","","3.0","","2.0","","","","","","","","","","","","VJ Sport Bold","","",""
"2018-07-13","10","Orienteering","race","","00:33:35","","","","","","00:33:35","4.4","15.0","5.0","","169","201","","","","","","","","","VJ Sport Bold","","Had a rocky start by messing up the first control (very fun), but I think I recovered well and a pretty good rest of the race. Stuck to always taking the simplest route because I figure I would lose as much or more time naviagting though the junipers, with a higher chance of getting lost, than the extra distance to huck it out to a trail. ",""
"2018-07-13","11","Trail Run","warm up/down","","00:15:00","","00:15:00","","","","","2.5","","1.0","","","","","","","","","","","","VJ Sport Bold","","",""
"2018-07-14","12","Trail Run","warm up/down","","00:30:00","","","","00:30:00","","","3.0","","3.0","","","","","","","","","","","","VJ Sport Bold","","",""
"2018-07-14","13","Orienteering","race","","00:48:11","","","","","","00:48:11","8.1","15.0","5.0","","176","201","","","","","","","","","VJ Sport Bold","","Was dropped by the pack on the first control both in speed and me messing it up. After this tried to push and just pick off the people in front of me. This was going pretty well until the leg to 9 where I completely lost contact early in the leg then not long after physically and mentally broke to the point where I had trouble focusing enough to figure out what I needed to do to relocate. The controls after 9 also went poorly. It wasn't until the last couple controls where I decided to forget about the overall race and just beat the guy about 20 seconds in front of me. This brought me back online to be about the really focus and push to be about to beat him. ",""
"2018-07-17","9","Road Run","warm up/down","","00:18:27","","","","00:18:27","","","3.4","","3.0","","144","165","","","","","","","","","Inov F-LITE 195","","Easy run after a couple days off because of travel and just rest. ",""
"2018-07-18","12","Orienteering","","","01:00:00","","","","01:00:00","","","6.6","140.0","3.0","","152","180","","","","","","","","","Inov F-LITE 195","","Running in Norwegian forest around Trondheim - beautiful! ",""
"2018-07-18","13","Trail Run","warm up/down","","00:20:00","","","","00:20:00","","","4.0","50.0","3.0","","","","","","","","","","","","Inov F-LITE 195","","",""
"2018-07-19","13","Trail Run","","","00:25:00","","","","","00:25:00","","4.0","185.0","4.0","","159","177","","","","","","","","","Inov F-LITE 195","","Running out the the map I had's area. ",""
"2018-07-19","13","Orienteering","","","01:47:23","","","","","01:47:23","","11.2","350.0","4.0","","155","183","","","","","","","","","Inov F-LITE 195","","Stunning orienteering! This was a highlight of my trip. Amazing forests, marshes and fields, plus incredible views from the top of the mountain. What's not to love. ",""
"2018-07-19","14","Trail Run","","","00:45:41","","","","00:45:41","","","7.3","65.0","3.0","","149","173","","","","","","","","","Inov F-LITE 195","","Run home with DD. Got a bit lost as we were on the maps we had. ",""
"2018-07-22","8","Trail Run","warm up/down","","00:25:00","","","00:25:00","","","","2.0","75.0","2.0","","","","","","","","","","","","VJ IRock","","",""
"2018-07-22","9","Orienteering","race","","01:17:15","","","","01:17:15","","","7.1","245.0","3.0","","151","185","","","","","","","","","VJ IRock","","Rocky start to O-Ringen. At the start was very quite overwhelmed by the number out people out there so was not focused. This continued through the race. As well I struggled with the rocks physically and navigationally. ",""
"2018-07-23","11","Orienteering","race","","01:17:06","","","","","01:17:06","","7.8","165.0","4.0","","160","180","","","","","","","","","VJ Sport Bold","","This race went better than the day before, but still with some rather slow legs. As well really messed up the second to last control by several minutes. ",""
"2018-07-23","10","Trail Run","warm up/down","","00:35:00","","","00:35:00","","","","1.5","15.0","2.0","","","","","","","","","","","","VJ Sport Bold","","",""
"2018-07-25","11","Trail Run","warm up/down","","00:40:00","","","","00:40:00","","","2.4","155.0","3.0","","","","","","","","","","","","VJ Sport Bold","","",""
"2018-07-25","12","Orienteering","race","","00:45:00","","","","00:45:00","","","4.6","65.0","3.0","","150","197","","","","","","","","","VJ Sport Bold","","Focused on the navigation through this race. This meant I took many legs slower but was happy with my technical execution. ",""
"2018-07-26","9","Trail Run","warm up/down","","00:40:00","","","00:40:00","","","","2.7","85.0","2.0","","","","","","","","","","","","VJ Sport Bold","","",""
"2018-07-26","9","Orienteering","race","","01:05:38","","","","01:05:38","","","6.9","210.0","3.0","","153","189","","","","","","","","","VJ Sport Bold","","Felt this was on of my better races of oringen. This is because I felt focused pretty much the whole way through and that I was able to have an ok while remaining in control navigationally. Did make one biggish mistake half way through where I messed up my direction and ended up just being slow to get to a trail. ",""
"2018-07-27","11","Trail Run","warm up/down","","00:25:00","","","00:25:00","","","","1.2","","2.0","","","","","","","","","","","","VJ Sport Bold","","",""
"2018-07-27","11","Orienteering","race","","01:00:32","","","","01:00:32","","","7.6","120.0","3.0","","160","196","","","","","","","","","VJ Sport Bold","","Didn't really get really focused until about half way through after I had a big mistake where I went into a control with no AP and ended up wandering around for a bit. This though reset me focus and after that I felt very committed to the orienteering where before the mistake I wasn't.",""
"2018-08-02","14","Cycling","long","","01:53:13","","","","01:53:13","","","40.9","205.0","3.0","","147","171","","","","","","","","","Inov F-LITE 195","","Long steady bike ride along the rail trail.",""
"2018-08-02","16","Trail Run","warm up/down","","00:11:51","","","00:11:51","","","","1.9","45.0","2.0","","152","167","","","","","","","","","Inov F-LITE 195","","Cool down after bike ride. ",""
"2018-08-03","16","Trail Run","tempo","","00:53:52","","","","","00:53:52","","11.6","90.0","4.0","","175","189","","","","","","","","","Inov F-LITE 195","","Quite enjoyable first run up the escarpment since I got back. Really hot, might not have been the best idea to wear all black. ",""
"2018-08-04","","Trail Run","long","","02:08:02","","","","02:08:02","","","18.4","280.0","3.0","","150","173","","","","","","","","","Inov F-LITE 195","","Long slow run out to Dundas to meet parents.  ",""
"2018-08-06","14","Road Run","tempo","","00:46:42","","","","","00:46:42","","9.2","20.0","4.0","","162","180","","","","","","","","","Inov F-LITE 195","","Run with uncle on Toronto island. ",""
"2018-08-07","21","Strength","warm up/down","","00:09:22","","00:09:22","","","","","","","1.0","","","","","","","","","","","","","","",""
"2018-08-08","17","Trail Run","","","00:32:40","","","","00:32:40","","","6.5","90.0","3.0","","163","175","","","","","","","","","Inov F-LITE 195","","Easy run to get my legs moving for a bit. ",""
"2018-08-08","","Strength","warm up/down","","00:24:13","","00:24:13","","","","","","","1.0","","98","131","","","","","","","","","","","Rolling, wall presses and lunges. ",""
"2018-08-09","10","Trail Run","long","","01:55:59","","","","01:55:59","","","16.5","75.0","3.0","","156","180","","","","","","","","","Inov F-LITE 195","","Good run at Crawford Creek
",""
"2018-08-11","","Trail Run","long","","01:50:14","","","","01:50:14","","","15.4","175.0","3.0","","152","200","","","","","","","","","Inov F-LITE 195","","Good to be back at SMT! Trav got me going in three sets on tabatas. ",""
"2018-08-12","14","Cycling","long","","02:42:03","","","","02:42:03","","","","325.0","3.0","","154","180","","","","","","","","","","","Biked out to Jerseysville road and back. ~60km",""
"2018-08-13","10","Strength","warm up/down","","00:25:00","","00:25:00","","","","","","","1.0","","","","","","","","","","","","","","Workouts for my knees at physio.",""
"2018-08-13","17","Trail Run","","","00:48:50","","","00:48:50","","","","7.2","90.0","2.0","","146","169","","","","","","","","","Inov F-LITE 195","","Easy run while practicing map reading. ",""
"2018-08-15","19","Trail Run","intervals","","00:45:34","","","","","","00:45:34","8.5","90.0","5.0","","167","201","","","","","","","","","VJ IRock","","5 sets of 3 minutes full effort and 2 minutes rest. Warm up and down at the start and the end. ",""
"2018-08-16","","Trail Run","","","01:12:39","","","","01:12:39","","","11.87","105.0","3.0","","161","185","","","","","","","","","VJ IRock","","Steady run with a few higher intensity kilometers.  ",""
"2018-08-17","15","Cycling","hills","","02:08:08","","","","02:08:08","","","","360.0","3.0","","142","177","","","","","","","","","","","Biking hills through the Dundas valley",""
"2018-08-17","22","Strength","warm up/down","","00:20:07","","00:20:07","","","","","","","1.0","","","","","","","","","","","","","","",""
"2018-08-18","8","Trail Run","long","","01:45:03","","","","","01:45:03","","15.6","205.0","4.0","","161","187","","","","","","","","","VJ IRock","","Tough SMT in the humidity. Did 8x 6 minutes of tempo. ",""
"2018-08-19","16","Strength","warm up/down","","00:31:33","","00:31:33","","","","","","","1.0","","96","119","","","","","","","","","","","",""
"2018-08-20","11","Strength","warm up/down","","01:08:44","","01:08:44","","","","","","","1.0","","","","","","","","","","","","","","Physio work on my knee including many workouts to improve my knee strength. ",""
"2018-08-21","19","Trail Run","warm up/down","","00:23:30","","00:23:30","","","","","4.1","45.0","1.0","","142","162","","","","","","","","","Inov F-LITE 195","","Was feel a better later in the day so went out for a very light run. ",""
"2018-08-22","17","Trail Run","warm up/down","","00:11:59","","00:11:59","","","","","1.3","20.0","1.0","","132","142","","","","","","","","","Inov F-LITE 195","","Thought I was feeling better today but very quickly into the run I still felt poor so I cut it short. ",""
"2018-08-23","16","Trail Run","","","01:08:21","","","","01:08:21","","","11.9","135.0","3.0","","155","176","","","","","","","","","VJ IRock","","Felt much better today. Still don't feel total recovered so took it pretty easy. As well I took a map along to practice map job. ",""
"2018-08-23","22","Strength","warm up/down","","00:11:10","","00:11:10","","","","","","","1.0","","103","127","","","","","","","","","","","Core and back strength ",""
"2018-08-24","13","Trail Run","tempo","","00:35:59","","","","","00:35:59","","7.78","85.0","4.0","","171","187","","","","","","","","","VJ IRock","","Tempo run up to the top of the escarpment and back. ",""
"2018-08-24","14","Trail Run","warm up/down","","00:05:49","","","","00:05:49","","","0.9","15.0","3.0","","169","181","","","","","","","","","VJ IRock","","Cool down to tempo. ",""
"2018-08-24","15","Cycling","","","00:40:00","","","00:40:00","","","","16.0","115.0","2.0","","125","160","","","","","","","","","","","",""
"2018-08-25","8","Trail Run","long","","01:40:33","","","","","01:40:33","","15.5","225.0","4.0","","162","194","","","","","","","","","Inov F-LITE 195","","Really tough SMT with 25 times 2 minutes hard, 1 minute easy. ",""
"2018-08-26","6","Cycling","long","","02:35:06","","","","02:35:06","","","","385.0","3.0","","149","174","","","","","","","","","","","Easy long bike ride. ",""
"2018-08-27","11","Strength","warm up/down","","01:32:13","","01:32:13","","","","","","","1.0","","","","","","","","","","","","","","Final physio session",""
"2018-08-27","16","Trail Run","","","00:18:43","","","","00:18:43","","","3.1","45.0","3.0","","149","169","","","","","","","","","Inov F-LITE 195","","Easy run with to figure out the distance around the Res field for tomorrow because I plan to run a 10 km as a test for cross country. ",""
"2018-08-28","7","Trail Run","warm up/down","","00:23:08","","","00:23:08","","","","1.8","55.0","2.0","","147","169","","","","","","","","","VJ IRock","","Warm up to run",""
"2018-08-28","8","Trail Run","race","","00:39:56","","","","","","00:39:56","10.0","10.0","5.0","","189","202","","","","","","","","","VJ IRock","","Pushed too hard in the beginning where I was on pace of a 35 min time but by about 6 km my pace had fallen to mid 4 minute kilometers",""
"2018-08-28","9","Trail Run","warm up/down","","00:12:20","","","00:12:20","","","","1.77","","2.0","","","","","","","","","","","","","","",""
"2018-08-30","17","Trail Run","long","","01:18:22","","","","01:18:22","","","14.2","175.0","3.0","","161","179","","","","","","","","","Inov F-LITE 195","","Ran out to Tiffany falls via bruce trail and back on the rail trail. ",""
"2018-09-01","8","Trail Run","long","","01:32:27","","","","01:32:27","","","12.6","210.0","3.0","","148","181","","","","","","","","","Inov F-LITE 195","","Last SMT before leaving to university :( 
",""
"2018-09-02","21","Road Run","","","00:50:19","","","00:50:19","","","","11.7","25.0","2.0","","157","173","","","","","","","","","Inov F-LITE 195","","Moved into university so went for a late night run. ",""
"2018-09-04","17","Road Run","warm up/down","","00:46:40","","","","00:46:40","","","6.0","20.0","3.0","","158","177","","","","","","","","","Inov F-LITE 195","","Warm up for uni xc",""
"2018-09-04","17","Trail Run","tempo","","00:53:45","","","","","00:53:45","","10.6","105.0","4.0","","182","201","","","","","","","","","Inov F-LITE 195","","3x 500m pretty hard every 3 minutes followed by 10 minutes of tempo. Repeated 2 times and ended on one more set of 3x 500m.",""
"2018-09-04","17","Trail Run","warm up/down","","00:14:17","","","00:14:17","","","","1.5","5.0","2.0","","161","201","","","","","","","","","Inov F-LITE 195","","",""
"2018-09-05","17","Road Run","","","00:49:31","","","","","00:49:31","","10.3","50.0","4.0","","165","181","","","","","","","","","VJ IRock","","Steady training but cut it off a bit early because of pain in my left knee. ",""
"2018-09-06","22","Strength","warm up/down","","00:10:00","","00:10:00","","","","","","","1.0","","","","","","","","","","","","","","Knee strength exercises. ",""
"2018-09-08","9","Road Run","warm up/down","","00:54:22","","","","00:54:22","","","8.9","45.0","3.0","","153","173","","","","","","","","","Inov F-LITE 195","","Running from Res to Bechtel park. Over shot it a bit so was a bit late. ",""
"2018-09-08","10","Trail Run","tempo","","00:47:03","","","","","00:47:03","","10.1","90.0","4.0","","172","191","","","","","","","","","Inov F-LITE 195","","4 loops taking 8:30 to 9:30 at tempo pace. 2:30 rest with a couple strides during rest. ",""
"2018-09-08","11","Trail Run","warm up/down","","00:10:16","","","","00:10:16","","","1.8","20.0","3.0","","152","171","","","","","","","","","Inov F-LITE 195","","Cool down with the team. ",""
"2018-09-08","12","Road Run","warm up/down","","00:33:08","","","","00:33:08","","","6.0","60.0","3.0","","154","170","","","","","","","","","Inov F-LITE 195","","Easy run back to Res.",""
"2018-09-09","10","Road Run","long","","01:26:49","","","","01:26:49","","","18.3","140.0","3.0","","161","183","","","","","","","","","VJ IRock","","Long with the xc team. ",""
"2018-09-10","","Road Run","","","01:20:00","","","","01:20:00","","","16.0","50.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Watch broke after this run :(",""
"2018-09-11","17","Trail Run","intervals","","01:05:00","","","","","","01:05:00","11.2","20.0","5.0","","","","","","","","","","","","Saucony Breakthru 4","","Class is very close to start of practice so missed practice. As such was quite slow as I was not warmed up before the intervals. Only on the last one was I decent.",""
"2018-09-11","18","Trail Run","warm up/down","","00:10:00","","00:10:00","","","","","2.0","","1.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-09-12","17","Road Run","","","01:19:00","","","","01:19:00","","","17.0","50.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Easy run on reg loop. ",""
"2018-09-14","18","Road Run","tempo","","00:58:00","","","","","00:58:00","","13.5","50.0","4.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-09-15","9","Road Run","warm up/down","","00:30:00","","","","00:30:00","","","6.0","60.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Running out to bechtel park. Although, no one was there.",""
"2018-09-15","10","Trail Run","intervals","","00:25:00","","","","","00:25:00","","4.0","30.0","4.0","","","","","","","","","","","","Saucony Breakthru 4","","2 loops of 2 km at around 4:00 pace",""
"2018-09-15","10","Road Run","warm up/down","","00:35:00","","","","00:35:00","","","6.0","45.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Running back to waterloo. ",""
"2018-09-16","10","Orienteering","race","","00:52:08","","","","","00:52:08","","6.6","40.0","4.0","","","","","","","","","","","","VJ IRock","","Wasn't really focused so didn't do very well, especially with using my compass. ",""
"2018-09-16","13","Orienteering","race","","00:58:05","","","","","00:58:05","","8.3","60.0","4.0","","","","","","","","","","","","VJ IRock","","This race went better. Pre race set my goal to focus on using compass, although the area had lots of trails. ",""
"2018-09-17","17","Road Run","","","01:10:00","","","","01:10:00","","","16.0","50.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Easy run with 6 20 bursts",""
"2018-09-17","21","Strength","warm up/down","","00:11:00","","00:11:00","","","","","","","1.0","","","","","","","","","","","","","","Knee Strength exercises:
- roll
- 3 min monster walk
- clam leg raises ",""
"2018-09-18","17","Trail Run","warm up/down","","00:07:00","","00:07:00","","","","","1.5","","1.0","","","","","","","","","","","","Saucony Breakthru 4","","Was able to make it to practice about half way into warm up. ",""
"2018-09-18","17","Trail Run","intervals","","00:50:00","","","","","","00:50:00","10.0","20.0","5.0","","","","","","","","","","","","Saucony Breakthru 4","","5 x 2km at just above race pace with 5 minute rest",""
"2018-09-18","18","Strength","warm up/down","","00:10:00","","","00:10:00","","","","1.0","","2.0","","","","","","","","","","","","Saucony Breakthru 4","","Strength circuit after intervals.  ",""
"2018-09-18","18","Trail Run","warm up/down","","00:10:00","","","00:10:00","","","","1.8","","2.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-09-18","12","Strength","warm up/down","","00:10:00","","00:10:00","","","","","","","1.0","","","","","","","","","","","","","","",""
"2018-09-19","17","Trail Run","","","01:20:00","","","","01:20:00","","","16.5","50.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Steady run",""
"2018-09-20","14","Road Run","warm up/down","","00:30:00","","","00:30:00","","","","4.0","","2.0","","","","","","","","","","","","Saucony Breakthru 4","","Warm up run + dynamic stretching ",""
"2018-09-20","15","Trail Run","intervals","","00:50:00","","","","","00:50:00","","7.5","20.0","4.0","","","","","","","","","","","","Saucony Breakthru 4","","5 sets consisting of a 1 km loop, 60 sec rest, a 500 m loop and then 2 minutes rest between sets. ",""
"2018-09-20","16","Road Run","warm up/down","","00:10:00","","","00:10:00","","","","2.0","","2.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-09-22","10","Road Run","","","01:05:00","","","","01:05:00","","","13.0","50.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Was planning to go further but my legs were feeling quite tired so I decided to go a bit shorter to give them a bit of a rest. ",""
"2018-09-23","11","Road Run","","","01:00:00","","","01:00:00","","","","10.0","","2.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-09-24","17","Road Run","","","01:20:00","","","","01:20:00","","","17.0","50.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-09-25","17","Trail Run","warm up/down","","00:25:00","","","","00:25:00","","","3.0","","3.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-09-25","17","Trail Run","tempo","","00:26:00","","","","","00:26:00","","6.0","20.0","4.0","","","","","","","","","","","","Saucony Breakthru 4","","Did two of three loops because I was feeling a bit sick and so was not proforming well so I decided rest rather than push ",""
"2018-09-25","","Trail Run","warm up/down","","00:10:00","","00:10:00","","","","","2.0","","1.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-09-26","17","Road Run","","","01:10:00","","","","01:10:00","","","16.0","50.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-09-27","","Cycling","intervals","","00:55:00","","","","","00:55:00","","","","4.0","","","","","","","","","","","","Saucony Breakthru 4","","15 warm up, 3 sets of fartleks and 10 min cool down",""
"2018-09-28","17","Trail Run","warm up/down","","00:15:00","","00:15:00","","","","","4.0","10.0","1.0","","","","","","","","","","","","Saucony Breakthru 4","","Warm up with strides",""
"2018-09-29","11","Trail Run","race","","00:30:00","","","","","","00:30:00","8.0","15.0","5.0","","","","","","","","","","","","Saucony Breakthru 4","","First university race... didn't really push on the first 2 laps before picking it up on the last 4 km",""
"2018-09-29","10","Trail Run","warm up/down","","00:35:00","","","00:35:00","","","","6.437","","2.0","","","","","","","","","","","","Saucony Breakthru 4","","warm up for race",""
"2018-09-29","","Trail Run","warm up/down","","00:10:00","","","","00:10:00","","","2.0","","3.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-09-30","11","Trail Run","long","","02:00:00","","","","02:00:00","","","22.0","50.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Chill long ",""
"2018-10-03","","Road Run","","","01:15:00","","","","01:15:00","","","17.0","30.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Felt a bit of a ting in behind my right knee before around 16 km where it kicked in a hurt more ",""
"2018-10-06","14","Orienteering","","","00:48:26","","","","00:48:26","","","5.3","150.0","3.0","","162","191","","","","","","","","","VJ Sport Bold","","Pretty good first race for o champs. Only one mistake near the end where I mixed which control I was on so lost several minutes ",""
"2018-10-06","12","Trail Run","warm up/down","","00:40:00","","","","00:40:00","","","3.0","30.0","3.0","","","","","","","","","","","","VJ Sport Bold","","Warm for race",""
"2018-10-06","15","Trail Run","warm up/down","","00:10:00","","","00:10:00","","","","1.5","","2.0","","","","","","","","","","","","VJ IRock","","",""
"2018-10-07","10","Orienteering","race","","01:41:21","","","","","01:41:21","","11.5","270.0","4.0","","166","188","","","","","","","","","VJ IRock","","First half of the course didn't go great as I messed up on control 2. For the rest of the first map I was sorta mad orienteering. On the run connecting from map 1 to map 2 I pushed hard to work out my anger. For the second map I was much more focused. ",""
"2018-10-07","10","Trail Run","warm up/down","","00:30:00","","","","00:30:00","","","2.0","","3.0","","","","","","","","","","","","VJ IRock","","Warm up to race
",""
"2018-10-07","11","Trail Run","warm up/down","","00:10:00","","","00:10:00","","","","2.414","","2.0","","","","","","","","","","","","VJ Sport Bold","","",""
"2018-10-08","10","Orienteering","race","","00:17:57","","","","","","00:17:57","4.2","35.0","5.0","","164","195","","","","","","","","","VJ Sport Bold","","Pretty good race. Only made one mistake and overall felt I pushed well. ",""
"2018-10-08","10","Road Run","warm up/down","","00:35:00","","","00:35:00","","","","4.0","","2.0","","","","","","","","","","","","VJ Sport Bold","","Warm up for race",""
"2018-10-08","13","Orienteering","race","","00:07:53","","","","","","00:07:53","2.0","10.0","5.0","","","","","","","","","","","","VJ Sport Bold","","First leg. Made a couple mistakes ",""
"2018-10-08","13","Orienteering","race","","00:09:43","","","","","","00:09:43","2.5","10.0","5.0","","","","","","","","","","","","VJ Sport Bold","","Second course. Again made two mistakes but felt I pushed harder",""
"2018-10-08","18","Trail Run","","","00:15:00","","","00:15:00","","","","2.2","","2.0","","","","","","","","","","","","Saucony Breakthru 4","","Cool down",""
"2018-10-11","17","Road Run","","","00:15:00","","","","00:15:00","","","2.5","","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Warm up to work out",""
"2018-10-11","17","Trail Run","tempo","","00:34:53","","","","00:34:53","","","8.0","20.0","3.0","","169","183","","","","","","","","","Saucony Breakthru 4","","All at temp pace: 1*1km, 1*1.5km, 1*2.5km, 1*1.5km, 1*1km with 75 s rests",""
"2018-10-12","17","Trail Run","","","00:31:39","","","","00:31:39","","","6.9","35.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","About 2 km I felt the pain behind my again so modified my route to much shorter. ",""
"2018-10-12","18","Strength","warm up/down","","00:19:38","","00:19:38","","","","","","","1.0","","","","","","","","","","","","","","Stretching and leg strength work ",""
"2018-10-13","10","Road Run","","","01:10:32","","","","01:10:32","","","10.6","40.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","Was planning to 3 times 3 km at tempo but after the first one my knee pain kicked in so I decided to just jog back",""
"2018-10-13","11","Strength","warm up/down","","00:18:58","","00:18:58","","","","","","","1.0","","","","","","","","","","","","","","Stretching and knee strength ",""
"2018-10-14","10","Road Run","long","","01:22:20","","","","01:22:20","","","17.4","135.0","3.0","","160","182","","","","","","","","","Saucony Breakthru 4","","Long w/ xc",""
"2018-10-15","17","Road Run","","","00:43:30","","","","00:43:30","","","15.289","40.0","3.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-10-16","17","Trail Run","warm up/down","","00:20:51","","","00:20:51","","","","1.8","","2.0","","","","","","","","","","","","Saucony Breakthru 4","","Warm up to intervasls",""
"2018-10-16","17","Trail Run","intervals","","00:36:34","","","","","","00:36:34","8.7","30.0","5.0","","","","","","","","","","","","Saucony Breakthru 4","","3 times 2.8 km loops, alternating race pace for 1 km and tempo for 400 m ",""
"2018-10-16","17","Trail Run","warm up/down","","00:21:04","","00:21:04","","","","","3.1","5.0","1.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-10-16","18","Strength","warm up/down","","00:07:00","","00:07:00","","","","","","","1.0","","","","","","","","","","","","","","Rolling out and a bit of strength after run",""
"2018-10-17","17","Road Run","","","01:15:53","","","","01:15:53","","","15.2","75.0","3.0","","150","164","","","","","","","","","Saucony Breakthru 4","","Easy run ",""
"2018-10-17","18","Strength","warm up/down","","00:07:00","","00:07:00","","","","","","","1.0","","","","","","","","","","","","","","Rolling out and a bit of strength after run",""
"2018-10-20","22","Road Run","","","00:48:44","","","","00:48:44","","","9.2","15.0","3.0","","157","181","","","","","","","","","Saucony Breakthru 4","","Late run to relax after my math midterm ",""
"2018-10-21","10","Road Run","tempo","","01:16:18","","","","01:16:18","","","16.1","105.0","3.0","","161","185","","","","","","","","","Saucony Breakthru 4","","Faster but slightly shorter xc long run",""
"2018-10-22","","Road Run","","","01:06:40","","","","01:06:40","","","14.6","100.0","3.0","","160","171","","","","","","","","","Saucony Breakthru 4","","Steady run with some tempo for the last few kilometres",""
"2018-10-22","18","Strength","warm up/down","","00:07:00","","00:07:00","","","","","","","1.0","","","","","","","","","","","","","","Rolling out and a bit of strength after run",""
"2018-10-23","17","Trail Run","warm up/down","","00:12:15","","","00:12:15","","","","1.2","","2.0","","","","","","","","","","","","Saucony Breakthru 4","","Warm up for intervals ",""
"2018-10-23","","Trail Run","intervals","","00:21:33","","","","00:21:33","","","5.6","10.0","3.0","","168","186","","","","","","","","","Saucony Breakthru 4","","Started with 5 min tempo and 5 min easy pace. Then 2 sets of 3 min race pace, 2 min easy pace. Ended with 1.5 min above race pace",""
"2018-10-23","17","Trail Run","warm up/down","","00:12:25","","00:12:25","","","","","1.2","","1.0","","","","","","","","","","","","Saucony Breakthru 4","","",""
"2018-10-23","18","Strength","warm up/down","","00:07:00","","00:07:00","","","","","","","1.0","","","","","","","","","","","","","","Rolling out and a bit of strength after run",""
"2018-10-24","17","Road Run","","","01:02:16","","","","01:02:16","","","12.6","60.0","3.0","","152","174","","","","","","","","","Saucony Breakthru 4","","Steady run with cross team",""
"2018-10-27","18","Trail Run","warm up/down","","00:23:44","","","00:23:44","","","","4.3","40.0","2.0","","150","174","","","","","","","","","Saucony Breakthru 4","","Warm up with stretching",""
